# omega_cold,sigma8_cold
0.37619207,0.79019659
0.30620401,0.89296396
0.27064515,0.65870208
0.34853081,0.71439029
0.32226738,0.65256715
0.28987648,0.80791062
0.29501659,0.89310223
0.28651075,0.82575468
0.31985816,0.76722117
0.35233727,0.78581328
0.31141838,0.78655598
0.35431598,0.78696788
0.30841266,0.71411816
0.38890466,0.70115633
0.32796298,0.84273191
0.28102532,0.65960718
0.28633418,0.78600653
0.23522384,0.69991833
0.31558555,0.73545362
0.34943776,0.65940660
0.29305378,0.69017834
0.25578217,0.71993482
0.36324614,0.65713579
0.25143504,0.72362386
0.24088356,0.76291441
0.38418580,0.81914131
0.26332412,0.69256337
0.31229924,0.68273163
0.24120344,0.77367779
0.37029667,0.71473352
0.32171465,0.76650022
0.38722856,0.86850838
0.31700856,0.67672099
0.37290459,0.83217469
0.29921649,0.74188820
0.25476264,0.75338534
0.39530945,0.65746683
0.25253215,0.82915306
0.33562486,0.86919898
0.24400897,0.66139883
0.34851399,0.66353562
0.34143863,0.77379629
0.32815495,0.71960620
0.24488946,0.86536326
0.24452256,0.79553372
0.33463142,0.85726740
0.34308453,0.84693878
0.34286224,0.78439451
0.28111318,0.67232501
0.38758485,0.69609934
0.24583528,0.74494791
0.25034434,0.67192519
0.26781302,0.88802373
0.24763837,0.84287071
0.25175791,0.88756032
0.23668940,0.78653143
0.25692983,0.65331883
0.24842931,0.89151205
0.31628760,0.84445386
0.26976240,0.76373601
0.27842073,0.85924300
0.23285832,0.76136899
0.27522272,0.66757304
0.27620328,0.72271548
0.37465548,0.82524639
0.39264112,0.78689426
0.31103131,0.70551618
0.23596499,0.85982639
0.30700255,0.85903274
0.34436622,0.89281246
0.23444352,0.65587754
0.32347111,0.83698669
0.30795103,0.83090984
0.34407964,0.76693438
0.37457746,0.79895606
0.35421953,0.79310100
0.28809205,0.74725996
0.23255426,0.86954555
0.30791986,0.66764357
0.30894794,0.76802583
0.29208631,0.87396216
0.25405068,0.74915768
0.31375161,0.86065492
0.37635301,0.79479127
0.30913085,0.76071832
0.32416141,0.82844015
0.23754770,0.82907214
0.25457738,0.80649600
0.38069255,0.68479736
0.31637928,0.86516947
0.32645615,0.67909975
0.35825284,0.88424358
0.38450434,0.68729721
0.23379125,0.89657187
0.39834400,0.87440371
0.30137884,0.65651833
0.32651226,0.82534317
0.23212495,0.76733930
0.36402779,0.76750226
0.35629909,0.75531042
0.25097457,0.86595750
0.26798349,0.70602349
0.24984103,0.83831051
0.30186253,0.70201843
0.38330393,0.69278244
0.38013050,0.71944035
0.39345460,0.72202954
0.28708250,0.70484152
0.29185232,0.82112250
0.37096278,0.83867436
0.32200542,0.67844222
0.29032177,0.73937527
0.32522262,0.70973687
0.34581214,0.65026558
0.29739480,0.73065103
0.38281660,0.67281439
0.30906135,0.82492791
0.24079269,0.74007876
0.31496166,0.71480711
0.39532829,0.79196308
0.28908873,0.79890388
0.34967375,0.77296698
0.36701133,0.69021412
0.24494839,0.66057157
0.26688259,0.78897771
0.28798639,0.65811357
0.25276877,0.68640281
0.34745991,0.73945439
0.29617721,0.71309118
0.35352298,0.75587785
0.24505251,0.80733811
0.27655533,0.82219853
0.31972783,0.66150455
0.27801724,0.82209301
0.32317117,0.85049692
0.23626073,0.71901108
0.33934002,0.81195942
0.34060235,0.68732194
0.29173621,0.80918765
0.32970216,0.72231171
0.36389870,0.82619607
0.31732637,0.75447859
0.39475871,0.89090924
0.37770234,0.83272902
0.26155642,0.74102899
0.27254037,0.86758876
0.24746931,0.67666552
0.24457889,0.87137177
0.26936479,0.88626526
0.25915441,0.66561812
0.37152922,0.71121055
0.25339530,0.72941143
0.25220448,0.79663010
0.27895833,0.71785057
0.25781175,0.76626008
0.25706753,0.73724170
0.34718782,0.81559095
0.37449897,0.66539979
0.30189139,0.73282254
0.27449561,0.83193685
0.23983526,0.70545770
0.33861271,0.83881823
0.39182678,0.71792725
0.30591455,0.74889796
0.25305542,0.68442787
0.26096697,0.68799392
0.34372925,0.80893522
0.36227853,0.70830805
0.26477661,0.88105893
0.33604885,0.72471310
0.24790406,0.68911520
0.37031208,0.87401043
0.27361410,0.79130057
0.37646322,0.66859037
0.23737129,0.82833630
0.38428597,0.78638193
0.25052953,0.74099040
0.24153251,0.70797348
0.25722286,0.76781238
0.27886730,0.80885702
0.31867611,0.71995384
0.27048763,0.88781682
0.23308186,0.82211045
0.36750226,0.87646111
0.25648986,0.86889525
0.23583855,0.82074605
0.30504808,0.72593340
0.38288962,0.71404051
0.27865596,0.82885568
0.28309905,0.67057625
0.28454579,0.76678030
0.29201315,0.79999286
0.33328625,0.78869735
0.31735447,0.77532019
0.28724522,0.87259525
0.31875490,0.67567577
0.39575581,0.86915159
0.24376167,0.84462416
0.23158824,0.74843604
0.32572675,0.89467847
0.27860946,0.68330638
0.30939860,0.76638454
0.38585162,0.88115066
0.28182619,0.68637094
0.32402605,0.75030910
0.26842028,0.87330261
0.28435406,0.84092524
0.35072171,0.83046652
0.27524378,0.72184801
0.28769423,0.72533956
0.27769857,0.65127616
0.37847807,0.88776573
0.25135694,0.78766481
0.29917063,0.67399158
0.25906603,0.85804180
0.34214534,0.78687219
0.31696830,0.70127736
0.38197855,0.88104188
0.27806702,0.73934114
0.36357720,0.87592391
0.26837497,0.66406091
0.31889842,0.68011082
0.39540256,0.78789125
0.37702915,0.82983750
0.28558956,0.89689179
0.27767348,0.73642228
0.23142693,0.82478370
0.35193424,0.81500495
0.32144407,0.77647607
0.27856176,0.68926839
0.24178765,0.67865930
0.36648242,0.89769196
0.35178692,0.83111975
0.34450937,0.69634690
0.34323825,0.75304965
0.35380077,0.72560131
0.32725088,0.82458682
0.33941717,0.67311707
0.32053388,0.73070457
0.38684633,0.80075479
0.32890622,0.82311574
0.36802730,0.76115993
0.29309267,0.86020650
0.30769425,0.70055286
0.25115906,0.65543366
0.31310824,0.80081014
0.38822323,0.73830522
0.34394386,0.67506228
0.38858732,0.70987077
0.24317057,0.71085220
0.38110775,0.72002563
0.33430789,0.78220692
0.37287524,0.70850758
0.23330405,0.81458233
0.23612161,0.85296091
0.39579985,0.84449323
0.36340396,0.84658765
0.32554767,0.77751009
0.24786050,0.88190565
0.25834370,0.65778214
0.33419784,0.73155274
0.35716688,0.80710082
0.31244797,0.68678420
0.34560481,0.83746307
0.38204310,0.65928625
0.32566980,0.66582727
0.31854693,0.77249561
0.37341920,0.75086510
0.32428037,0.65731088
0.37256986,0.66369567
0.27038184,0.75118582
0.30555185,0.83484096
0.31149377,0.77717622
0.33484646,0.88277432
0.35155305,0.71844508
0.27286064,0.68220737
0.23083353,0.69337586
0.32742234,0.65448084
0.39712161,0.78405927
0.39631784,0.84959864
0.25521091,0.85367356
0.28823982,0.82689356
0.25468558,0.78816203
0.23665045,0.77390404
0.35949351,0.71629022
0.36914731,0.86558145
0.25545337,0.87632746
0.32025982,0.79863679
0.30163987,0.75886364
0.36761820,0.68354865
0.30780898,0.77938679
0.24934475,0.67915059
0.27156491,0.66035705
0.38850386,0.87797581
0.30873751,0.89709932
0.33953054,0.79023617
0.27807623,0.89757551
0.27336127,0.70136293
0.26559629,0.80416195
0.33144581,0.81274372
0.33695359,0.69210251
0.30218198,0.74211928
0.38711043,0.85517190
0.24395418,0.67783435
0.28149125,0.65140654
0.36544092,0.75575184
0.39097878,0.73677007
0.35506755,0.87524420
0.28781765,0.85367594
0.28216651,0.83354186
0.25527033,0.73579271
0.39816435,0.85954447
0.24740172,0.84121427
0.34389787,0.84004043
0.34896844,0.81329649
0.39992207,0.73008983
0.30488210,0.88524969
0.25354035,0.74442345
0.39696759,0.85477974
0.30981977,0.73482632
0.25032474,0.70283230
0.28161769,0.77256957
0.25750084,0.75643675
0.30283146,0.87098845
0.35443613,0.82432516
0.33313704,0.83105110
0.36328325,0.89550403
0.31445949,0.86591980
0.37040925,0.71098108
0.32833232,0.80651821
0.24303592,0.87479180
0.35363284,0.88868566
0.27639577,0.88170577
0.26140451,0.72871841
0.31834086,0.86441661
0.32215301,0.89909974
0.25965923,0.82964360
0.37544228,0.87942344
0.29961040,0.81064888
0.37904510,0.82403580
0.29486626,0.76344632
0.35576672,0.74081039
0.23015846,0.77216172
0.37227629,0.69710259
0.32084149,0.83620775
0.27863309,0.69995870
0.23424321,0.71539983
0.38594176,0.84005329
0.28201506,0.83010006
0.32881561,0.73861353
0.27316553,0.68536739
0.34018634,0.86398336
0.35397878,0.83661444
0.23137174,0.85050808
0.30019069,0.71396918
0.34047091,0.86797109
0.35798583,0.67100718
0.26543199,0.66457263
0.30519352,0.66290690
0.36024823,0.86343090
0.25579362,0.87103498
0.27752251,0.74695663
0.30641501,0.76916054
0.30539825,0.74558139
0.36321445,0.69245114
0.35933272,0.74462086
0.24168603,0.65426377
0.31941030,0.75195505
0.37960116,0.67141456
0.28341880,0.65062008
0.31862891,0.74944945
0.26599744,0.84143637
0.26203250,0.72565876
0.33410191,0.83302486
0.35168404,0.66485067
0.30993532,0.67301687
0.34947160,0.78231409
0.34563927,0.65184108
0.28438186,0.65303993
0.23727157,0.84994188
0.25857423,0.88280853
0.31074105,0.68289323
0.30227458,0.80968768
0.29052347,0.66852610
0.39132778,0.71325290
0.36304702,0.72520769
0.33194264,0.80371640
0.39714390,0.79935044
0.25987569,0.77186494
0.33471076,0.89744899
0.36955005,0.68563442
0.31970026,0.89628032
0.27821780,0.79535996
0.30927414,0.65822329
0.29088225,0.85270711
0.30295932,0.83869511
0.23038736,0.88962005
0.30059210,0.81482161
0.33032279,0.65309737
0.33120054,0.72724202
0.37944374,0.89895028
0.28629885,0.67949445
0.32047065,0.78339065
0.28586870,0.80228045
0.36029880,0.88015935
0.32435880,0.79772884
0.33533933,0.81694275
0.39924004,0.78170450
0.36844009,0.84342532
0.29013106,0.74187008
0.25507863,0.78845998
0.38457191,0.88636215
0.39301549,0.88168473
0.39172886,0.85657378
0.37792638,0.66475230
0.28649590,0.78247373
0.23977697,0.87552933
0.36716371,0.89317444
0.35001044,0.85154864
0.34566255,0.74498428
0.32479348,0.66996606
0.26206438,0.88950204
0.25609464,0.68854401
0.23478193,0.69578108
0.37850533,0.66595858
0.27809959,0.77893151
0.29502978,0.80144785
0.31560931,0.69974668
0.26235215,0.75252716
0.37688344,0.65384708
0.38484324,0.88834532
0.31349774,0.79701832
0.26792991,0.65192139
0.31478501,0.78872540
0.37489632,0.84377302
0.39983157,0.66945892
0.24415324,0.71940851
0.28950206,0.88906307
0.34067797,0.80431369
0.39365777,0.76545532
0.32730585,0.71449014
0.38406442,0.67901800
0.37828416,0.88480955
0.25789171,0.77599569
0.32187022,0.79402573
0.36026320,0.74819182
0.32584519,0.84642408
0.30997832,0.89092674
0.30434558,0.84069127
0.23571254,0.83658928
0.29129729,0.85036434
0.29162140,0.66015286
0.23516186,0.83378355
0.32510839,0.73025246
0.37023908,0.83863779
0.38881175,0.87725245
0.35086070,0.80479287
0.36702208,0.78887364
0.30314566,0.70751158
0.30525322,0.81851308
0.35897451,0.69534675
0.38065337,0.67684606
0.33575780,0.70921061
0.23432669,0.73369039
0.33715596,0.79767147
0.32364831,0.69128360
0.28621086,0.76075575
0.38939375,0.84750442
0.39438687,0.83104771
0.25094112,0.78488041
0.31234946,0.77437686
0.33372893,0.76005399
0.36791188,0.78670443
0.24399868,0.72579635
0.25298265,0.87410107
0.25661476,0.86806624
0.24036394,0.87831553
0.35903094,0.84174843
0.26518798,0.71265526
0.39988866,0.75867179
0.38262541,0.71851939
0.33932257,0.79437464
0.30139633,0.85058154
0.26804846,0.80185254
0.25877437,0.76871701
0.37922600,0.88495577
0.30589587,0.70531863
0.39334754,0.70826212
0.38106978,0.78844966
0.37230769,0.75358561
0.35388598,0.88071971
0.27770600,0.68905657
0.30088838,0.67923513
0.37253381,0.76495411
0.29364450,0.68232806
0.34428315,0.70257259
0.30250320,0.72814505
0.35627119,0.72783759
0.37210727,0.73412033
0.38470012,0.88914596
0.34637181,0.72312678
0.28027185,0.76178380
0.37832984,0.85504664
0.36797184,0.77141415
0.39889348,0.65839106
0.27564120,0.72862709
0.25172804,0.85147953
0.38166186,0.69202115
0.39887718,0.81365865
0.30954908,0.85129076
0.27368196,0.83026277
0.24213392,0.79919215
0.30909389,0.68625992
0.31593575,0.78028654
0.23051457,0.87740482
0.23253107,0.72330867
0.24473080,0.83861069
0.34192735,0.87447734
0.31307980,0.72502491
0.30775438,0.67459550
0.25609872,0.74301005
0.30544299,0.89195465
0.29714399,0.83876348
0.23475342,0.78661197
0.37007184,0.83286814
0.34117278,0.81117729
0.31198245,0.72325209
0.31983565,0.72225578
0.32048601,0.80743024
0.23715251,0.70417451
0.26510227,0.76554946
0.33789990,0.74115000
0.24834704,0.85327230
0.28559172,0.65155641
0.28668935,0.75256244
0.39869675,0.88002440
0.34185147,0.78303169
0.29219980,0.74218891
0.30701795,0.85310661
0.25125060,0.67355379
0.38103443,0.89596041
0.33982675,0.73741137
0.35499999,0.77563254
0.32928482,0.67258719
0.28523520,0.82228319
0.37524183,0.78277451
0.29886599,0.83476621
0.24362614,0.81557083
0.32772978,0.74089424
0.30451473,0.89440572
0.26506449,0.87974569
0.39381011,0.86527282
0.29838435,0.65857386
0.37862533,0.88975096
0.39565637,0.67282943
0.31805780,0.78959330
0.31231491,0.78279041
0.28828198,0.79630060
0.38593164,0.86179237
0.25557596,0.73127363
0.33796509,0.76387482
0.29154197,0.70693322
0.26091793,0.72756947
0.34963439,0.82670201
0.36429491,0.85911696
0.27353948,0.77940267
0.27256946,0.77899267
0.36123795,0.71708900
0.36607997,0.74727790
0.33590938,0.65978415
0.35928659,0.73055058
0.24216095,0.83702625
0.34634671,0.65799102
0.30903285,0.85612547
0.37125465,0.84954930
0.24497669,0.78466583
0.35707060,0.83637883
0.28315627,0.69975523
0.30949957,0.67341557
0.29094252,0.65410006
0.25718949,0.83201402
0.39168069,0.89082736
0.35609204,0.89227972
0.37751552,0.71990280
0.37493691,0.67520741
0.24468112,0.86303500
0.26233403,0.70435039
0.39827429,0.74398565
0.29905575,0.81320036
0.34446476,0.68714837
0.23710052,0.82347759
0.25963494,0.74033144
0.26811965,0.88143962
0.38115714,0.75947978
0.38663301,0.83675788
0.39702965,0.76285389
0.28036556,0.82873145
0.32751019,0.66954655
0.31043691,0.73659862
0.24411089,0.82407745
0.23164817,0.68645404
0.35519635,0.78593245
0.25157492,0.87051058
0.39141302,0.68269994
0.24020855,0.69267627
0.25312727,0.83059068
0.38124847,0.83077713
0.34590044,0.69443238
0.24894320,0.78349365
0.29424192,0.88381537
0.35071161,0.69040749
0.27915006,0.65549444
0.29460802,0.87249898
0.35166536,0.81578096
0.38626751,0.73540559
0.37301858,0.69476122
0.24134881,0.80657521
0.33192088,0.78140162
0.27892353,0.89638873
0.25281788,0.81516580
0.23427325,0.68793721
0.37944714,0.70919565
0.33647210,0.67591496
0.36555004,0.70708678
0.33944149,0.72257591
0.27936950,0.75422568
0.39840205,0.84318325
0.25702232,0.80330373
0.29920660,0.71280414
0.25117355,0.84243317
0.31008064,0.83349078
0.31666546,0.88166441
0.34873806,0.75146938
0.29134880,0.74936040
0.33218160,0.67722924
0.26413411,0.82366056
0.23695028,0.72778679
0.34479161,0.77300894
0.33020773,0.84681226
0.29102692,0.71316342
0.33255466,0.75028335
0.27176161,0.78118052
0.38545776,0.78791911
0.35547235,0.74367387
0.29275482,0.87245423
0.24253293,0.71936406
0.30330067,0.71045341
0.30774003,0.78434002
0.35116144,0.81951517
0.33704700,0.79169335
0.33183680,0.86667120
0.31714787,0.80028905
0.27135532,0.78624398
0.24778500,0.85274008
0.38951545,0.85761399
0.25172444,0.89483899
0.39793437,0.72523855
0.27151712,0.75862723
0.29645662,0.77736043
0.39368380,0.75550888
0.29184111,0.79457970
0.32732743,0.68271832
0.24300665,0.84200378
0.37221478,0.88542727
0.23220795,0.86844930
0.25656509,0.80551086
0.34001803,0.66570145
0.23563967,0.69281797
0.34456921,0.85719990
0.31949263,0.87574056
0.36088338,0.87823271
0.29101211,0.83417268
0.24864750,0.72302618
0.24887537,0.65003931
0.24058759,0.65220316
0.37204857,0.66890733
0.30046902,0.74111763
0.32769042,0.74456943
0.27026656,0.82245087
0.36488322,0.77555383
0.34931381,0.71331902
0.23853888,0.85336249
0.25563299,0.68553969
0.36772321,0.89995662
0.37816787,0.68137810
0.25969255,0.81256822
0.33969768,0.83537990
0.36339298,0.89998792
0.38291121,0.68248285
0.33557372,0.67491651
0.30031293,0.87609923
0.37230474,0.68723528
0.26681008,0.80316873
0.35403958,0.86731704
0.33970858,0.78255852
0.33823946,0.81648861
0.38397498,0.82446055
0.30494760,0.88886867
0.24550421,0.66639483
0.36744857,0.79757134
0.35599033,0.89697036
0.35955756,0.88658285
0.34961047,0.80355767
0.23328774,0.80454156
0.24470057,0.73330703
0.39672340,0.71076682
0.33040410,0.79336828
0.29143681,0.82243500
0.30899718,0.83821808
0.25428438,0.82586784
0.32252735,0.83380742
0.38506470,0.83905401
0.36425612,0.77888791
0.30239856,0.70948020
0.26916465,0.85394394
0.27076869,0.71385647
0.25742758,0.70422403
0.32235884,0.72711250
0.33560831,0.76256340
0.37133771,0.85782039
0.32711099,0.76728264
0.35841743,0.78827392
0.26561056,0.78147291
0.37586779,0.80892191
0.24350398,0.84245557
0.36613650,0.83887629
0.25935435,0.83389926
0.27016540,0.88395729
0.33924098,0.89544101
0.30776993,0.89101952
0.36253700,0.84925852
0.31635090,0.72127723
0.29718225,0.65337126
0.33637948,0.78930860
0.35441307,0.65657315
0.24990771,0.87811737
0.32255890,0.84268441
0.39510493,0.89838343
0.37453477,0.75774531
0.39876548,0.86337928
0.37729635,0.71584095
0.32545526,0.66332148
0.29569801,0.80012817
0.29550269,0.83060049
0.36336696,0.66914873
0.34072219,0.68383930
0.35828792,0.77509014
0.26759017,0.88533560
0.35746863,0.77019516
0.30263786,0.79386399
0.29759192,0.78253268
0.36114997,0.82868607
0.37998981,0.80407073
0.31041641,0.77066736
0.23152635,0.70741928
0.29760535,0.70548443
0.34466215,0.81166593
0.36534231,0.73873716
0.38127285,0.78841873
0.28363614,0.69848965
0.29068512,0.76682739
0.34793486,0.75565965
0.31530793,0.89414854
0.23617376,0.67830805
0.32349388,0.77174359
0.37181222,0.71055147
0.27941659,0.68236851
0.23500325,0.67103225
0.27095027,0.84490465
0.39752633,0.65272879
0.25274452,0.75749893
0.25159617,0.85042125
0.37350508,0.77567465
0.37443574,0.76940251
0.36600274,0.74427604
0.28917865,0.77868890
0.23551823,0.87597760
0.32040724,0.84362568
0.35541294,0.85461995
0.25725194,0.78725132
0.33900968,0.87485357
0.25654446,0.76280140
0.29238840,0.89590340
0.24698206,0.67534152
0.32455170,0.78658802
0.36028405,0.69090120
0.37114149,0.72370256
0.31152727,0.65909935
0.32292581,0.81860744
0.36587173,0.73227962
0.38825572,0.78116030
0.29706558,0.72848201
0.38793549,0.82976596
0.31217796,0.81514398
0.37897501,0.77843225
0.35302337,0.66105936
0.27275168,0.70461841
0.36620489,0.81168967
0.23383784,0.80966282
0.37143342,0.70805676
0.35243464,0.79698521
0.31799895,0.72829088
0.28682140,0.84506702
0.38264298,0.70815335
0.24621070,0.76143770
0.31027258,0.89740407
0.25770710,0.84543973
0.25419372,0.76816356
0.29002817,0.88541977
0.25111884,0.72637555
0.23937466,0.81033270
0.23852732,0.71838122
0.32474255,0.72215742
0.33006309,0.67111028
0.27461519,0.89541738
0.37742894,0.70047795
0.26392101,0.75651917
0.39070875,0.74753110
0.29852803,0.85254609
0.33633283,0.86993968
0.26761886,0.83840049
0.33207779,0.67083666
0.25887914,0.77958877
0.37123626,0.69936278
0.37052185,0.89329394
0.24567437,0.86012527
0.33524342,0.86648462
0.35348669,0.86523556
0.24526386,0.87700453
0.33407503,0.86247068
0.33748313,0.66524745
0.34958923,0.88334837
0.28170950,0.72450024
0.34240324,0.80795353
0.31640968,0.82396178
0.25766831,0.67027671
0.32504362,0.88854551
0.38742427,0.80363186
0.33912811,0.82767435
0.38965958,0.68112900
0.32937179,0.68103495
0.25109197,0.88289350
0.34600891,0.78000681
0.26411684,0.66680156
0.33649510,0.71216667
0.38923225,0.72765686
0.37915160,0.81758553
0.36034392,0.72874512
0.26626195,0.71104110
0.35915887,0.66425754
0.37768565,0.87208900
0.27600795,0.87567743
0.29222340,0.74537939
0.23280061,0.87291451
0.33853559,0.87534890
0.32714191,0.83969191
0.39319520,0.66871852
0.31961918,0.86101655
0.34980572,0.74106041
0.29427265,0.72801984
0.23080195,0.72699768
0.35169428,0.85218699
0.39494124,0.68162786
0.27024539,0.84965066
0.24603319,0.79174463
0.32630090,0.69796638
0.37184134,0.83023618
0.28800005,0.80874444
0.29058152,0.72345820
0.31247230,0.67357560
0.28794956,0.86609018
0.30344060,0.73040775
0.25180093,0.87453651
0.23827772,0.79487767
0.24765237,0.66651071
0.30723883,0.85824020
0.25303067,0.88768112
0.26885334,0.73224915
0.27839222,0.84552678
0.28570264,0.82568967
0.33256739,0.75665496
